house_type,room_count,house_size,location,city,latitude,longitude,num_bathrooms,num_balconies,security_deposit,status,price
Apartment ,1 BHK,700.0,Bhandup West,Mumbai,19.15069008,72.93463135,2.0,2.0,0,Unfurnished,22000
Apartment ,1 BHK,620.0,Katraj,Pune,18.44367027,73.86656189,1.0,0.0,0,Unfurnished,9000
Independent Floor ,3 BHK,2000.0,Defence Colony,Delhi,28.57263374,77.23251343,4.0,0.0,,Semi-Furnished,250000
Apartment ,2 BHK,1150.0,Nerul,Mumbai,19.03613091,73.01737213,2.0,0.0,0,Furnished,60000
Independent Floor ,2 BHK,670.0,Dwarka Mor,Delhi,28.62432671,77.02622986,1.0,0.0,0,Semi-Furnished,7500
Independent Floor ,4 BHK,5211.0,Greater kailash 1,Delhi,28.55175018,77.23332977,4.0,2.0,>100k,Unfurnished,321122
Apartment ,1 BHK,550.0,Kharghar,Mumbai,19.0399704,73.07698059,2.0,0.0,0,Unfurnished,16000
Apartment ,1 BHK,,Andheri West,Mumbai,19.12641144,72.82249451,1.0,0.0,0,Semi-Furnished,42000
Apartment ,1 BHK,,Dombivali,Mumbai,19.16758537,73.07501221,1.0,0.0,0,Unfurnished,11500
Independent Floor ,3 BHK,2856.0,Sarvodaya Enclave,Delhi,28.5376606,77.20207214,3.0,2.0,>100k,Unfurnished,301022
Apartment ,1 BHK,632.0,Malabar Hill,Mumbai,18.95371056,72.8004303,1.0,0.0,0,Furnished,90000
,2 BHK,900.0,Dadar East,Mumbai,19.01447678,72.84549713,2.0,0.0,0,Furnished,60000
Apartment ,3 BHK,2100.0,Bandra West,Mumbai,19.05635643,72.8288269,4.0,0.0,0,Semi-Furnished,300000
Apartment ,2 BHK,825.0,Malviya Nagar,Delhi,28.61302757,77.09531403,2.0,1.0,<=100k,Semi-Furnished,21000
Independent Floor ,3 BHK,,Jor bagh,Delhi,28.67728996,77.15930176,3.0,2.0,>100k,Unfurnished,362625
Independent Floor ,3 BHK,2896.0,Gulmohar park,Delhi,28.55765915,77.21248627,3.0,2.0,>100k,Unfurnished,381012
Apartment ,2 BHK,890.0,Thane West,Mumbai,19.19083977,72.97228241,2.0,0.0,0,Semi-Furnished,38000
Apartment ,2 BHK,740.0,Kanjurmarg,Mumbai,19.1315136,72.92739868,2.0,0.0,0,Semi-Furnished,28000
Studio Apartment ,1 RK,350.0,Kothrud,Pune,18.50739861,73.80764771,1.0,0.0,0,Semi-Furnished,8500
Apartment ,2 BHK,1315.0,Kharadi,Pune,18.55762672,73.94908142,2.0,0.0,<=100k,Semi-Furnished,36000
Independent Floor ,3 BHK,2800.0,Safdarjung Enclave,Delhi,28.56477928,77.19426727,3.0,0.0,0,Semi-Furnished,150000
Apartment ,2 BHK,850.0,Santacruz East,Mumbai,19.0825882,72.85115051,2.0,0.0,0,Furnished,62000
Apartment ,3 BHK,1170.0,Andheri West,Mumbai,19.12628365,72.8326416,3.0,2.0,>100k,Semi-Furnished,120000
Apartment ,2 BHK,900.0,Ville Parle East,Mumbai,19.0951004,72.8605957,2.0,0.0,0,Semi-Furnished,85000
Apartment ,2 BHK,1380.0,Kharghar,Mumbai,19.04291344,73.06665802,3.0,0.0,0,Semi-Furnished,45000
Independent Floor ,3 BHK,900.0,Dabri,Delhi,28.60993385,77.09203339,2.0,0.0,,Semi-Furnished,22000
Apartment ,2 BHK,,Kharadi,Pune,18.56857491,73.95127869,2.0,1.0,<=100k,Semi-Furnished,25000
Independent Floor ,4 BHK,5896.0,Golf Links,Delhi,28.59763908,77.23332977,4.0,2.0,>100k,Unfurnished,401015
Apartment ,1 BHK,580.0,Andheri East,Mumbai,19.11567116,72.88295746,2.0,0.0,0,Furnished,45000
Apartment ,1 BHK,600.0,Andheri East,Mumbai,19.10876465,72.86569214,2.0,0.0,0,Furnished,50000
,1 BHK,680.0,Ghansoli,Mumbai,19.12399673,72.9980545,2.0,2.0,<=100k,Unfurnished,25000
Independent Floor ,4 BHK,5896.0,Jor bagh,Delhi,28.67728996,77.15930176,4.0,2.0,>100k,Unfurnished,381811
Apartment ,2 BHK,825.0,Kharadi,Pune,18.54139328,73.94002533,2.0,2.0,<=100k,Unfurnished,33000
Independent Floor ,2 BHK,850.0,Janakpuri,Delhi,28.62191963,77.08881378,2.0,2.0,<=100k,Semi-Furnished,30000
Apartment ,2 BHK,966.0,Wagholi,Pune,18.58331299,73.97669983,2.0,2.0,<=100k,Unfurnished,9500
Independent Floor ,3 BHK,2856.0,West End,Delhi,28.57413292,77.16131592,3.0,2.0,>100k,Unfurnished,301012
Apartment ,3 BHK,1100.0,Kondhwa,Pune,18.47486115,73.89528656,2.0,1.0,,Furnished,35000
Apartment ,2 BHK,900.0,Aundh,Pune,18.55888367,73.80407715,2.0,1.0,<=100k,Furnished,25000
Independent Floor ,3 BHK,1800.0,Pitampura,Delhi,28.69317627,77.13703156,3.0,0.0,0,Furnished,60000
Apartment ,2 BHK,950.0,Andheri East,Mumbai,19.11567116,72.88295746,2.0,0.0,0,Unfurnished,78000
,1 RK,1200.0,Mahipalpur,Delhi,28.54797935,77.13013458,1.0,0.0,0,Furnished,14000
Apartment ,1 BHK,525.0,Andheri East,Mumbai,19.10876465,72.86569214,2.0,0.0,0,Furnished,33000
Apartment ,3 BHK,1650.0,Sector 2 Dwarka,Delhi,28.59767723,77.0710144,3.0,3.0,<=100k,Semi-Furnished,34000
Apartment ,2 BHK,1134.0,Aundh,Pune,18.56630898,73.81248474,2.0,2.0,>100k,Furnished,30000
Apartment ,2 BHK,1200.0,Wakad,Pune,18.59487152,73.76429749,2.0,0.0,0,Furnished,37000
Apartment ,2 BHK,850.0,i p extension patparganj,Delhi,28.62952423,77.31233978,1.0,1.0,<=100k,Semi-Furnished,18000
Apartment ,2 BHK,850.0,Kondhwa,Pune,18.47813034,73.90167999,2.0,1.0,<=100k,Unfurnished,28000
Apartment ,2 BHK,1200.0,Sanpada,Mumbai,19.06126404,73.0033493,2.0,0.0,0,Furnished,60000
Independent Floor ,2 BHK,650.0,Uttam Nagar,Delhi,28.61945724,77.05670929,1.0,0.0,0,Semi-Furnished,12000
Apartment ,1 BHK,,Kandivali West,Mumbai,19.21733093,72.82610321,2.0,0.0,0,Unfurnished,22000
Independent Floor ,1 BHK,650.0,Dwarka Mor,Delhi,28.6241684,77.0315094,1.0,0.0,0,Furnished,12000
Apartment ,1 BHK,600.0,Kondhwa,Pune,18.47803879,73.88882446,1.0,0.0,<=100k,Semi-Furnished,13000
Studio Apartment ,1 RK,500.0,Uttam Nagar,Delhi,28.61945724,77.05670929,1.0,0.0,,Furnished,6499
Apartment ,2 BHK,876.0,Belapur,Mumbai,19.0124855,73.03336334,2.0,0.0,0,Semi-Furnished,30000
Apartment ,2 BHK,900.0,Dahisar,Mumbai,19.26166916,72.87430573,2.0,0.0,0,Semi-Furnished,16000
Apartment ,1 BHK,,Kandivali West,Mumbai,19.1939106,72.84563446,1.0,0.0,0,Semi-Furnished,34000
,2 BHK,1150.0,Colaba,Mumbai,18.90838814,72.81639862,2.0,0.0,0,Semi-Furnished,80000
Independent Floor ,3 BHK,2741.0,Vasant Vihar,Delhi,28.55739021,77.15714264,3.0,2.0,>100k,Unfurnished,301012
Independent Floor ,2 BHK,1600.0,Rajouri Garden,Delhi,28.64152908,77.12091064,2.0,0.0,0,Furnished,35000
Independent Floor ,3 BHK,2000.0,Defence Colony,Delhi,28.57263374,77.23251343,4.0,0.0,0,Semi-Furnished,180000
Apartment ,2 BHK,,Viman Nagar,Pune,18.56938934,73.91133118,2.0,0.0,0,Furnished,50000
Independent Floor ,4 BHK,6521.0,Vasant Vihar,Delhi,28.55739021,77.15714264,4.0,2.0,>100k,Unfurnished,301012
Apartment ,1 BHK,577.0,Wagholi,Pune,18.59058952,73.99626923,,0.0,<=100k,Unfurnished,8500
Apartment ,2 BHK,1008.0,Mulund West,Mumbai,19.15857124,72.94791412,2.0,0.0,,Semi-Furnished,38000
Apartment ,1 BHK,600.0,Viman Nagar,Pune,18.57149506,73.90843201,1.0,0.0,,Furnished,31000
Apartment ,2 BHK,1150.0,Wakad,Pune,18.59722519,73.77924347,2.0,0.0,0,Semi-Furnished,30000
Independent House ,4 BHK,5896.0,West End,Delhi,28.57413292,77.16131592,4.0,2.0,>100k,Unfurnished,504015
Apartment ,3 BHK,1100.0,Powai,Mumbai,19.1196804,72.89414978,3.0,0.0,0,Semi-Furnished,80000
Independent Floor ,3 BHK,1800.0,Greater Kailash II,Delhi,28.53174019,77.24913788,3.0,3.0,>100k,Unfurnished,53000
Apartment ,1 BHK,710.0,Kalamboli,Mumbai,19.04022598,73.09493256,2.0,0.0,0,Unfurnished,12000
Apartment ,1 BHK,645.0,Wagholi,Pune,18.5822506,73.98009491,1.0,2.0,<=100k,Unfurnished,9000
Apartment ,2 BHK,1210.0,Colaba,Mumbai,18.91856384,72.82546234,2.0,0.0,,Furnished,115000
Apartment ,3 BHK,1200.0,Malad East,Mumbai,19.17831421,72.87186432,3.0,0.0,0,Furnished,87000
Independent Floor ,4 BHK,4500.0,Greater Kailash,Delhi,28.54933357,77.24269867,4.0,0.0,0,Semi-Furnished,275000
Independent Floor ,3 BHK,1872.0,Greater Kailash,Delhi,28.54933357,77.24269867,,0.0,0,Semi-Furnished,85000
Villa ,2 BHK,1200.0,NIBM,Pune,18.47689629,73.89581299,2.0,1.0,<=100k,Unfurnished,32000
Apartment ,2 BHK,650.0,Rasayani,Mumbai,18.88423347,73.16943359,2.0,1.0,<=100k,Unfurnished,9500
Apartment ,2 BHK,1050.0,Powai,Mumbai,19.11456108,72.89637756,,0.0,0,Semi-Furnished,75000
Independent Floor ,2 BHK,850.0,Vasant Vihar,Delhi,28.55739021,77.15714264,2.0,0.0,>100k,Furnished,90000
,3 BHK,1635.0,Kothrud,Pune,18.51283836,73.81687927,3.0,0.0,,Unfurnished,30000
Villa ,2 BHK,1000.0,NIBM,Pune,18.47689629,73.89581299,2.0,1.0,<=100k,Unfurnished,32000
Apartment ,1 BHK,500.0,Khirki Extension,Delhi,28.53081703,77.2168045,,1.0,<=100k,Semi-Furnished,14000
Apartment ,1 BHK,800.0,Andheri West,Mumbai,19.12927437,72.83625031,1.0,0.0,0,Unfurnished,42000
Independent Floor ,3 BHK,2000.0,Jor bagh,Delhi,28.58775711,77.21530914,4.0,0.0,0,Furnished,350000
,4 BHK,6251.0,Hauz Khas,Delhi,28.55542183,77.20988464,4.0,2.0,>100k,Unfurnished,308512
Apartment ,2 BHK,990.0,Wakad,Pune,18.59248543,73.75439453,2.0,0.0,0,Semi-Furnished,23500
Apartment ,3 BHK,1150.0,Thane West,Mumbai,19.22800827,72.97892761,4.0,0.0,0,Semi-Furnished,30000
Apartment ,1 BHK,705.0,Dhanori,Pune,18.5975399,73.9161911,1.0,0.0,<=100k,Semi-Furnished,14000
Apartment ,2 BHK,890.0,Andheri East,Mumbai,19.11548805,72.88269806,2.0,0.0,0,Furnished,65000
Apartment ,1 BHK,610.0,Ghansoli,Mumbai,19.12399673,72.9980545,2.0,1.0,<=100k,Unfurnished,16000
,5 BHK,6521.0,Ghitorni,Delhi,28.49571991,77.13581085,4.0,2.0,>100k,Unfurnished,408521
Independent Floor ,2 BHK,1600.0,East of Kailash,Delhi,28.55871391,77.25095367,2.0,2.0,<=100k,Semi-Furnished,40000
Independent Floor ,2 BHK,750.0,Dakshini Pitampura,Delhi,28.70100784,77.13773346,2.0,1.0,<=100k,Semi-Furnished,25000
,4 BHK,3000.0,Powai,Mumbai,19.11625862,72.91133881,,0.0,0,Furnished,300000
Apartment ,2 BHK,750.0,Thane West,Mumbai,19.27772713,72.96806335,2.0,0.0,0,Semi-Furnished,18000
Independent House ,4 BHK,5896.0,Gulmohar park,Delhi,28.55765915,77.21248627,,2.0,>100k,Unfurnished,401012
,3 BHK,1600.0,Viman Nagar,Pune,18.56972122,73.91083527,3.0,2.0,>100k,Furnished,59500
Apartment ,4 BHK,2200.0,Sector 13 Dwarka,Delhi,28.60037231,77.03916931,3.0,0.0,0,Semi-Furnished,40000
Apartment ,3 BHK,1255.0,Bandra Kurla Complex,Mumbai,19.0660305,72.86507416,3.0,3.0,,Semi-Furnished,150000
Independent Floor ,4 BHK,5896.0,Golf Links,Delhi,28.59763908,77.23332977,4.0,2.0,>100k,Unfurnished,500115
Independent Floor ,1 BHK,900.0,East of Kailash,Delhi,28.55871391,77.25095367,1.0,1.0,<=100k,Unfurnished,11000
Independent Floor ,3 BHK,2741.0,Anand Niketan,Delhi,28.57893944,77.16504669,3.0,2.0,>100k,Unfurnished,308521
Apartment ,1 BHK,655.0,Wagholi,Pune,18.58422279,73.98563385,1.0,2.0,<=100k,Semi-Furnished,11000
Independent Floor ,4 BHK,5896.0,West End,Delhi,28.57413292,77.16131592,4.0,2.0,>100k,Unfurnished,301101
Independent House ,5 BHK,6521.0,Niti Bagh,Delhi,28.55949974,77.21679688,4.0,2.0,>100k,Unfurnished,640110
Apartment ,2 BHK,600.0,Deccan Gymkhana,Pune,18.51568413,73.83542633,2.0,0.0,0,Semi-Furnished,6000
Studio Apartment ,1 RK,344.0,Goregaon East,Mumbai,19.15562439,72.88517761,1.0,0.0,0,Semi-Furnished,12000
Apartment ,1 BHK,459.0,Andheri East,Mumbai,19.13594818,72.86940002,2.0,0.0,0,Semi-Furnished,32000
Apartment ,2 BHK,900.0,Chembur,Mumbai,19.06415176,72.8937912,2.0,0.0,0,Unfurnished,55000
Independent Floor ,3 BHK,2856.0,Safdarjung Enclave,Delhi,28.56125832,77.19052124,3.0,2.0,>100k,Unfurnished,301121
Apartment ,2 BHK,1150.0,Mira Road East,Mumbai,19.26466942,72.8784256,2.0,0.0,0,Semi-Furnished,25500
Apartment ,1 BHK,550.0,Jogeshwari West,Mumbai,19.14125633,72.84004211,,0.0,0,Unfurnished,30000
Apartment ,2 BHK,1040.0,Thane West,Mumbai,19.25846672,72.97864532,2.0,0.0,0,Semi-Furnished,27000
Independent Floor ,4 BHK,2700.0,Greater Kailash,Delhi,28.53398132,77.24250031,4.0,0.0,0,Semi-Furnished,200000
Apartment ,1 BHK,640.0,Ulwe,Mumbai,18.98457527,73.02407837,1.0,0.0,0,Unfurnished,12000
Apartment ,2 BHK,1340.0,Tingre Nagar,Pune,18.57694817,73.88828278,2.0,0.0,<=100k,Unfurnished,25000
Apartment ,3 BHK,2212.0,Girgaon,Mumbai,18.95463753,72.81288147,4.0,0.0,0,Furnished,300000
Independent Floor ,3 BHK,2100.0,Golf Links,Delhi,28.59951973,77.23078156,4.0,0.0,0,Semi-Furnished,225000
Apartment ,1 BHK,650.0,Karanjade,Mumbai,18.97457123,73.10448456,2.0,0.0,0,Unfurnished,7000
Apartment ,2 BHK,870.0,Kandivali West,Mumbai,19.20986748,72.83059692,2.0,0.0,0,Semi-Furnished,37000
Apartment ,1 BHK,680.0,Dhanori,Pune,18.59881783,73.90312195,1.0,1.0,<=100k,Unfurnished,16000
,1 BHK,500.0,Goregaon West,Mumbai,19.16913414,72.84459686,2.0,0.0,0,Semi-Furnished,30000
Apartment ,3 BHK,1502.0,Kharghar,Mumbai,19.03384018,73.07701874,3.0,0.0,<=100k,Semi-Furnished,35000
Apartment ,2 BHK,1027.0,Borivali East,Mumbai,19.22131157,72.85739899,2.0,1.0,>100k,Unfurnished,45000
Independent Floor ,3 BHK,2741.0,New Friends Colony,Delhi,28.56705093,77.27355957,3.0,2.0,>100k,Unfurnished,301022
Independent Floor ,4 BHK,5564.0,Hauz Khas,Delhi,28.55542183,77.20988464,4.0,2.0,>100k,Unfurnished,308211
Apartment ,3 BHK,1367.0,Hadapsar,Pune,18.51945686,73.91488647,3.0,0.0,0,Unfurnished,25000
Apartment ,2 BHK,1150.0,Khar West,Mumbai,19.07457161,72.83242798,3.0,0.0,>100k,Furnished,160000
Independent Floor ,3 BHK,1750.0,Uttari Pitampura,Delhi,28.71280289,77.13853455,3.0,1.0,>100k,Semi-Furnished,60000
Apartment ,3 BHK,1580.0,Thane West,Mumbai,19.22338867,72.98991394,2.0,1.0,>100k,Semi-Furnished,50000
Apartment ,1 BHK,540.0,Ambegaon Budruk,Pune,18.45327187,73.83125305,1.0,0.0,0,Semi-Furnished,5500
Apartment ,2 BHK,1200.0,Jogeshwari West,Mumbai,19.13975906,72.84013367,2.0,0.0,0,Unfurnished,75000
Studio Apartment ,1 RK,150.0,Ladosarai,Delhi,28.52681732,77.19074249,,0.0,0,Semi-Furnished,11000
Independent Floor ,3 BHK,1350.0,Naraina,Delhi,28.63214111,77.13885498,2.0,0.0,0,Semi-Furnished,40000
,2 BHK,1220.0,Ghansoli,Mumbai,19.12911034,72.99610901,2.0,4.0,>100k,Furnished,40000
Apartment ,2 BHK,1150.0,Viman Nagar,Pune,18.56602287,73.9102478,2.0,1.0,>100k,Unfurnished,35000
,3 BHK,1800.0,Sector 6 Dwarka,Delhi,28.58529282,77.06371307,2.0,0.0,0,Semi-Furnished,30000
Independent Floor ,4 BHK,5896.0,Geetanjali Enclave,Delhi,28.53087997,77.20243073,4.0,2.0,>100k,Unfurnished,301010
Apartment ,2 BHK,1100.0,Dhanori,Pune,18.59800339,73.90225983,2.0,0.0,<=100k,Semi-Furnished,25000
Apartment ,2 BHK,1075.0,Chembur,Mumbai,19.04731178,72.89689636,2.0,0.0,0,Unfurnished,68000
Independent Floor ,3 BHK,2500.0,Defence Colony,Delhi,28.57263374,77.23251343,3.0,0.0,0,Unfurnished,140000
Apartment ,3 BHK,1550.0,Wakad,Pune,18.59720993,73.75839996,3.0,3.0,<=100k,Unfurnished,22000
Independent Floor ,4 BHK,5896.0,West End,Delhi,28.57413292,77.16131592,4.0,2.0,>100k,Unfurnished,401012
Apartment ,1 BHK,700.0,Kalamboli,Mumbai,19.03845215,73.09728241,1.0,0.0,0,Unfurnished,10000
Apartment ,2 BHK,900.0,Wadala,Mumbai,19.03086853,72.8801651,,0.0,0,Semi-Furnished,85000
Apartment ,4 BHK,5569.0,Ghitorni,Delhi,28.49571991,77.13581085,,2.0,>100k,Unfurnished,784485
Apartment ,2 BHK,1000.0,Andheri West,Mumbai,19.1300869,72.82094574,2.0,0.0,0,Semi-Furnished,70000
Studio Apartment ,1 RK,344.0,Goregaon East,Mumbai,19.15221214,72.88626099,1.0,0.0,0,Unfurnished,10000
Apartment ,3 BHK,1500.0,Chembur,Mumbai,19.06293297,72.89239502,3.0,0.0,,Semi-Furnished,85000
Apartment ,1 BHK,550.0,Andheri East,Mumbai,19.10786247,72.85948181,,0.0,,Semi-Furnished,25000
Independent Floor ,5 BHK,6521.0,Hauz Khas,Delhi,28.55542183,77.20988464,4.0,2.0,>100k,Unfurnished,301012
Apartment ,2 BHK,1100.0,Goregaon West,Mumbai,19.15450859,72.84287262,2.0,0.0,0,Semi-Furnished,70000
,4 BHK,5896.0,Anand Niketan,Delhi,28.57893944,77.16504669,4.0,2.0,>100k,Unfurnished,301012
Apartment ,2 BHK,757.0,Powai,Mumbai,19.11634064,72.91352081,2.0,0.0,0,Semi-Furnished,90000
Apartment ,1 BHK,654.0,Wagholi,Pune,18.56855774,74.02105713,2.0,2.0,<=100k,Unfurnished,8000
Apartment ,2 BHK,1244.0,Ghansoli,Mumbai,19.11484909,73.00028992,2.0,4.0,,Unfurnished,44500
Independent Floor ,4 BHK,,Greater kailash 1,Delhi,28.55195999,77.23581696,4.0,0.0,0,Semi-Furnished,225000
Independent Floor ,4 BHK,5896.0,Gulmohar park,Delhi,28.55765915,77.21248627,4.0,2.0,>100k,Unfurnished,301012
Apartment ,1 BHK,680.0,Tardeo,Mumbai,18.96496964,72.80918121,2.0,0.0,0,Furnished,65000
Apartment ,2 BHK,648.0,Hinjewadi,Pune,18.59685707,73.69957733,2.0,0.0,0,Furnished,15500
Apartment ,3 BHK,1500.0,Bhandup West,Mumbai,19.14695168,72.93522644,2.0,0.0,0,Furnished,50000
,2 BHK,800.0,Andheri West,Mumbai,19.13943481,72.8208847,,0.0,0,Furnished,80000
Apartment ,2 BHK,961.0,Wagholi,Pune,18.58561516,73.97576141,2.0,1.0,<=100k,Unfurnished,15000
Apartment ,4 BHK,2700.0,Chittaranjan Park,Delhi,28.53873825,77.2490921,,0.0,0,Semi-Furnished,100000
Apartment ,2 BHK,1200.0,Ulwe,Mumbai,18.97071648,73.01301575,2.0,0.0,0,Unfurnished,26000
Apartment ,1 BHK,600.0,Dombivali East,Mumbai,19.21087646,73.10479736,1.0,0.0,0,Unfurnished,10000
Apartment ,2 BHK,,Andheri West,Mumbai,19.12177086,72.82602692,2.0,0.0,0,Semi-Furnished,60000
,3 BHK,2856.0,Panchsheel Enclave,Delhi,28.54351997,77.22973633,3.0,2.0,>100k,Unfurnished,301022
,1 BHK,578.0,Thane West,Mumbai,19.26602936,72.97202301,,0.0,<=100k,Semi-Furnished,20808
Independent Floor ,2 BHK,750.0,Pitampura,Delhi,28.695364,77.15354919,2.0,1.0,<=100k,Semi-Furnished,25000
Independent Floor ,4 BHK,5896.0,Vasant Vihar,Delhi,28.55739021,77.15714264,4.0,2.0,>100k,Unfurnished,401102
Apartment ,2 BHK,1045.0,Lohegaon,Pune,18.59620094,73.90930176,2.0,0.0,0,Furnished,31000
Independent Floor ,2 BHK,1000.0,Sector 8 Dwarka,Delhi,28.57110023,77.07225037,2.0,0.0,0,Semi-Furnished,20000
Apartment ,1 BHK,,Sector 21 Ghansoli,Mumbai,19.13016319,72.99938202,2.0,1.0,<=100k,Unfurnished,18600
,2 BHK,,Panvel,Mumbai,18.96326828,73.12701416,2.0,0.0,0,Semi-Furnished,15000
Apartment ,1 BHK,585.0,Andheri East,Mumbai,19.11310196,72.87252808,1.0,0.0,0,Semi-Furnished,26910
Apartment ,1 BHK,535.0,Goregaon East,Mumbai,19.15395355,72.88471222,1.0,0.0,0,Unfurnished,16000
Apartment ,2 BHK,1160.0,Viman Nagar,Pune,18.57481003,73.91124725,2.0,2.0,>100k,Furnished,40000
Apartment ,2 BHK,850.0,Bhandup West,Mumbai,19.15442848,72.93182373,2.0,0.0,0,Furnished,45000
,1 BHK,670.0,Dombivali,Mumbai,19.20772552,73.11164093,2.0,0.0,0,Semi-Furnished,14000
Villa ,4 BHK,5896.0,Ghitorni,Delhi,28.49571991,77.13581085,4.0,2.0,>100k,Unfurnished,381102
Independent Floor ,3 BHK,2950.0,Defence Colony,Delhi,28.57263374,77.23251343,3.0,0.0,0,Semi-Furnished,200000
Apartment ,2 BHK,1000.0,Bavdhan,Pune,18.52125931,73.7677536,2.0,0.0,0,Furnished,32000
Independent Floor ,4 BHK,6521.0,Geetanjali Enclave,Delhi,28.53087997,77.20243073,4.0,2.0,>100k,Unfurnished,235562
Independent Floor ,4 BHK,5896.0,Defence Colony,Delhi,28.57183075,77.23332977,4.0,2.0,>100k,Unfurnished,381182
Apartment ,2 BHK,987.0,Wagholi,Pune,18.58864784,73.98957062,2.0,2.0,<=100k,Unfurnished,15000
Independent Floor ,3 BHK,1800.0,East of Kailash,Delhi,28.55871391,77.25095367,,2.0,,Semi-Furnished,65000
Apartment ,1 BHK,550.0,Mira Road East,Mumbai,19.28962708,72.87622833,2.0,0.0,0,Semi-Furnished,13500
Apartment ,1 BHK,580.0,Aundh,Pune,18.56114769,73.81332397,1.0,1.0,<=100k,Semi-Furnished,12500
Apartment ,1 BHK,572.0,Dhayari,Pune,18.45824623,73.79203033,2.0,1.0,<=100k,Semi-Furnished,10500
Independent Floor ,3 BHK,1350.0,Pitampura,Delhi,28.695364,77.15354919,3.0,1.0,<=100k,Semi-Furnished,40000
,2 BHK,1100.0,Kalamboli,Mumbai,19.03714943,73.09010315,2.0,0.0,0,Unfurnished,16000
Apartment ,2 BHK,1200.0,Powai,Mumbai,19.11632729,72.91363525,2.0,0.0,0,Semi-Furnished,68000
Apartment ,2 BHK,945.0,Tathawade,Pune,18.6384201,73.73475647,2.0,0.0,0,Semi-Furnished,13100
Apartment ,3 BHK,1420.0,Thane West,Mumbai,19.24021149,72.99583435,3.0,0.0,0,Semi-Furnished,38000
,2 BHK,1115.0,Kharghar,Mumbai,19.06905174,73.08538818,2.0,0.0,0,Semi-Furnished,25200
Apartment ,2 BHK,760.0,Hinjewadi,Pune,18.57841873,73.68244171,2.0,1.0,<=100k,Unfurnished,17000
Apartment ,2 BHK,1100.0,Hinjewadi,Pune,18.57535172,73.67964935,2.0,0.0,0,Furnished,23000
Apartment ,2 BHK,1000.0,Kondhwa,Pune,18.47699928,73.88762665,2.0,1.0,<=100k,Semi-Furnished,24000
Apartment ,2 BHK,750.0,Powai,Mumbai,19.12780571,72.89354706,2.0,0.0,0,Semi-Furnished,80000
,2 BHK,985.0,Wagholi,Pune,18.57564735,73.98487854,2.0,2.0,<=100k,Unfurnished,12000
Apartment ,2 BHK,1300.0,Airoli,Mumbai,19.15826607,72.99282837,2.0,0.0,0,Semi-Furnished,27000
Apartment ,2 BHK,858.0,Wagholi,Pune,18.589571,74.00563812,2.0,0.0,<=100k,Unfurnished,12000
Apartment ,2 BHK,1100.0,Malad West,Mumbai,19.18694305,72.83223724,2.0,0.0,0,Furnished,47000
Apartment ,4 BHK,2400.0,Sector 4 Dwarka,Delhi,28.60176086,77.04917145,4.0,0.0,0,Semi-Furnished,40000
Apartment ,3 BHK,2500.0,Panchsheel Enclave,Delhi,28.54351997,77.22973633,3.0,2.0,>100k,Semi-Furnished,140000
Apartment ,3 BHK,2000.0,Sector 4 Dwarka,Delhi,28.60218048,77.05325317,2.0,0.0,0,Semi-Furnished,32000
Apartment ,2 BHK,1004.0,Vishrantwadi,Pune,18.57371902,73.87998199,2.0,0.0,<=100k,Unfurnished,24000
,2 BHK,850.0,Bhandup West,Mumbai,19.15442848,72.93182373,2.0,0.0,0,Furnished,45000
Independent Floor ,3 BHK,1800.0,Saket,Delhi,28.52508545,77.20816803,3.0,0.0,0,Semi-Furnished,65000
Apartment ,3 BHK,,Aundh,Pune,18.55742264,73.80046082,3.0,2.0,>100k,Furnished,40000
Apartment ,2 BHK,1058.0,Worli,Mumbai,19.00612831,72.82883453,3.0,0.0,0,Unfurnished,160000
Apartment ,3 BHK,1555.0,Wakad,Pune,18.59652519,73.76265717,2.0,2.0,<=100k,Unfurnished,18000
Apartment ,1 BHK,450.0,Sector 11 Dwarka,Delhi,28.59047318,77.048172,,1.0,<=100k,Semi-Furnished,13000
Independent Floor ,1 BHK,650.0,Patel Nagar,Delhi,28.65198898,77.16931152,1.0,0.0,0,Furnished,25000
Independent Floor ,4 BHK,5896.0,Anand Niketan,Delhi,28.57893944,77.16504669,4.0,2.0,>100k,Unfurnished,301022
Apartment ,2 BHK,740.0,Kanjurmarg,Mumbai,19.1315136,72.92739868,2.0,0.0,0,Semi-Furnished,28000
Apartment ,2 BHK,820.0,Chattarpur,Delhi,28.49288368,77.17655182,2.0,0.0,0,Furnished,22000
Apartment ,3 BHK,1645.0,Wagholi,Pune,18.58410645,74.00319672,2.0,2.0,<=100k,Unfurnished,18000
Apartment ,1 BHK,580.0,Hadapsar,Pune,18.5008564,73.93518066,1.0,1.0,<=100k,Semi-Furnished,10000
Apartment ,2 BHK,900.0,Kharadi,Pune,18.54711151,73.93025208,2.0,0.0,0,Semi-Furnished,30000
Independent Floor ,3 BHK,2253.0,Safdarjung Enclave,Delhi,28.56125832,77.19052124,3.0,2.0,>100k,Unfurnished,301105
Apartment ,2 BHK,800.0,Santacruz East,Mumbai,19.0793705,72.85626221,2.0,0.0,0,Furnished,63000
Apartment ,2 BHK,800.0,Chattarpur,Delhi,28.50008965,77.18770599,,0.0,0,Semi-Furnished,15000
Independent Floor ,1 BHK,650.0,Patel Nagar,Delhi,28.64999771,77.16490173,1.0,0.0,0,Furnished,19700
